Timestamp,You are a:,How often do you use transit?,Why do you use transit?,What do you use transit to get to? ,Which route do you use most?,Which route do you use second-most?,Which route do you use third-most?,Where do you live?,Vancouver residents — which neighbourhood?,Where do you usually take the bus to?,How crowded is your most-used route?,How crowded is your second-most-used route?,How crowded is your third-most-used route?,How often is your bus late?,How often does a full bus skip your stop?,When do you usually catch the bus?,How satisfied are you with Vancouver transit?,How do you think your route could be improved?
1/26/2017 20:09:54,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,10,84,City of Vancouver,Fairview,UBC,8,6,5,2,1,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 4 p.m.-6 p.m.",4,A new Skytrain/LRT line
1/26/2017 20:18:41,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",Canada Line,99,Expo Line,Richmond,,UBC,8,8,7,4,2,"8 a.m.-10 a.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",4,More busses
1/26/2017 20:19:29,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Sustainability","School, Work, Recreation/other",99,14,9,City of Vancouver,Kitsilano,UBC,8,6,4,3,8,"8 a.m.-10 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",4,More busses
1/26/2017 20:19:59,Vancouver resident (non-student),Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","Work, Recreation/other",7,4,14,City of Vancouver,Granview-Woodland,City of Vancouver (outside UBC),6,6,6,7,1,"8 a.m.-10 a.m., 4 p.m.-6 p.m.",5,A new Skytrain/LRT line
1/26/2017 20:24:49,UBC student,Multiple times per day,Convenience,"School, Work, Recreation/other",41,43,99,City of Vancouver,Kerrisdale,UBC,9,9,8,9,8,"8 a.m.-10 a.m., 12 p.m.-2 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., After 10 p.m.",3,"More busses, Buses coming more frequently "
1/26/2017 20:24:50,Student elsewhere,A few times per month,Planning to drink,Recreation/other,Canada Line,16,49,City of Vancouver,Kerrisdale,City of Vancouver (outside UBC),8,8,8,7,7,"6 p.m.-8 p.m., 8 p.m.-10 p.m.",3,"More busses, Better drivers, A new Skytrain/LRT line, Times for buses go past the last skytrain stop time"
1/26/2017 20:30:45,UBC student,Once per week,Convenience,Recreation/other,4,14,25,City of Vancouver,UBC,City of Vancouver (outside UBC),7,7,5,3,2,2 p.m.-4 p.m.,5,A new Skytrain/LRT line
1/26/2017 20:32:48,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,Millennium Line,84,99,Burnaby,,UBC,7,7,7,3,1,6 a.m.-8 a.m.,3,"More busses, Better drivers, A new Skytrain/LRT line"
1/26/2017 20:33:42,UBC student,A few times per month,Don't feel like driving (I own a car),Recreation/other,99,Canada Line,4,City of Vancouver,UBC,City of Vancouver (outside UBC),7,6,3,3,1,2 p.m.-4 p.m.,1,A new Skytrain/LRT line
1/26/2017 20:36:14,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",Canada Line,43,99,City of Vancouver,Marpole,UBC,10,7,5,4,9,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 2 p.m.-4 p.m.",3,More busses
1/26/2017 20:42:21,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,41,25,49,City of Vancouver,UBC,City of Vancouver (outside UBC),5,6,7,2,2,"10 a.m.-12 p.m., 4 p.m.-6 p.m.",4,More busses
1/26/2017 20:47:28,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work",4,7,99,City of Vancouver,Hastings-Sunrise,UBC,6,5,10,7,1,8 a.m.-10 a.m.,4,"More busses, A new Skytrain/LRT line"
1/26/2017 20:51:54,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,25,4,14,City of Vancouver,UBC,City of Vancouver (outside UBC),7,5,5,4,2,8 a.m.-10 a.m.,4,More busses
1/26/2017 20:52:53,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",33,2,,City of Vancouver,Kitsilano,UBC,10,4,,8,8,8 a.m.-10 a.m.,4,More busses
1/26/2017 20:55:54,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",41,16,22,City of Vancouver,Kerrisdale,UBC,8,7,7,5,3,10 a.m.-12 p.m.,4,Self-coordinate buses (using machine learning) to increase overall efficiency.
1/26/2017 20:56:25,UBC student,Multiple times per day,Convenience,"School, Recreation/other",Canada Line,Millennium Line,Expo Line,City of Vancouver,Point Grey,UBC,7,8,8,3,9,8 a.m.-10 a.m.,3,More busses
1/26/2017 20:58:19,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",99,14,2,City of Vancouver,Point Grey,City of Vancouver (outside UBC),8,7,6,3,4,"Before 6 a.m., 6 a.m.-8 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",4,A new Skytrain/LRT line
1/26/2017 20:58:50,UBC faculty/staff member,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","Work, Recreation/other",16,43,,City of Vancouver,Arbutus,UBC,3,9,7,7,4,"8 a.m.-10 a.m., 4 p.m.-6 p.m.",4,A new Skytrain/LRT line
1/26/2017 20:58:55,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,99,Millennium Line,Canada Line,City of Vancouver,Mount Pleasant,UBC,8,7,8,4,4,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 12 p.m.-2 p.m., 4 p.m.-6 p.m.",4,"More busses, A new Skytrain/LRT line"
1/26/2017 20:59:32,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",Canada Line,99,84,Richmond,,UBC,8,9,7,10,8,"8 a.m.-10 a.m., 6 p.m.-8 p.m.",1,More busses
1/26/2017 21:00:44,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,99,14,9,City of Vancouver,Point Grey,UBC,7,5,5,5,10,8 a.m.-10 a.m.,3,"More busses, A new Skytrain/LRT line"
1/26/2017 21:06:08,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",99,9,10,City of Vancouver,Fairview,UBC,8,6,4,5,4,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,"More busses, Better drivers, A new Skytrain/LRT line"
1/26/2017 21:10:11,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,41,43,49,City of Vancouver,Kerrisdale,UBC,6,7,7,6,2,6 a.m.-8 a.m.,4,More busses
1/26/2017 21:10:53,UBC student,Once per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,99,Expo Line,4,I'm living at UBC during school but I live in Langley during the summer. ,UBC,City of Vancouver and Langley,9,9,5,7,3,"12 p.m.-2 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",2,A new Skytrain/LRT line
1/26/2017 21:14:47,UBC student,A few times per week,Convenience,"School, Work",25,99,Canada Line,City of Vancouver,Riley Park,UBC,9,7,5,5,7,6 a.m.-8 a.m.,2,More busses
1/26/2017 21:16:01,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",99,4,14,City of Vancouver,UBC,City of Vancouver (outside UBC),7,5,5,5,7,8 a.m.-10 a.m.,3,"More busses, A new Skytrain/LRT line"
1/26/2017 21:18:24,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",4,7,84,City of Vancouver,Kitsilano,UBC,6,4,6,9,2,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,More busses
1/26/2017 21:23:34,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",17,Canada Line,25,City of Vancouver,Oakridge,City of Vancouver (outside UBC),5,7,7,9,7,"6 a.m.-8 a.m., 4 p.m.-6 p.m.",3,"More busses, A new Skytrain/LRT line"
1/26/2017 21:24:02,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,41,7,,Elsewhere in the Lower Mainland,Dunbar,UBC,10,8,,9,10,"8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",4,"More busses, A new Skytrain/LRT line"
1/26/2017 21:35:17,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",41,43,99,City of Vancouver,Killarney,UBC,7,7,7,7,4,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,"More busses, A new Skytrain/LRT line"
1/26/2017 21:38:12,Lower mainland resident (non-student),Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, Environment! Talking to people! Communal culture!","School, Work, Recreation/other",7,41,25,City of Vancouver,Dunbar,UBC,3,10,10,6,10,8 a.m.-10 a.m.,5,No easy answer... maybe LRT?? 
1/26/2017 21:41:14,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",17,49,41,City of Vancouver,Marpole,UBC,6,7,8,10,8,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m.",1,"More busses, Better drivers, A new Skytrain/LRT line"
1/26/2017 21:46:45,UBC faculty/staff member,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, To go to work",Work,99,10,Canada Line,City of Vancouver,Fairview,UBC,9,7,7,4,5,6 a.m.-8 a.m.,4,"More busses, A new Skytrain/LRT line"
1/26/2017 21:49:23,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",C20,C18,4,City of Vancouver,UBC,City of Vancouver (outside UBC),8,8,5,6,7,"10 a.m.-12 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",4,More busses
1/26/2017 21:50:10,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",33,3,Canada Line,City of Vancouver,Riley Park,UBC,8,3,3,5,10,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 2 p.m.-4 p.m., 6 p.m.-8 p.m.",3,"More busses, A new Skytrain/LRT line"
1/26/2017 21:50:36,UBC student,Once per day,Convenience,Recreation/other,33,49,25,Campus,UBC,UBC,7,7,6,4,1,"4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",5,It's perfect as is
1/26/2017 21:53:28,UBC student,Twice per day,I do not have my drivers licence yet.,School,49,Canada Line,,Richmond,,UBC,5,3,,5,2,"8 a.m.-10 a.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m.",2,"More busses, A new Skytrain/LRT line"
1/26/2017 21:54:55,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",99,9,Canada Line,City of Vancouver,Fairview,City of Vancouver (outside UBC),9,3,8,5,7,"8 a.m.-10 a.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",4,"More busses, A new Skytrain/LRT line, Bus lanes, larger buses"
1/26/2017 21:55:23,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",Canada Line,25,41,City of Vancouver,Riley Park,City of Vancouver (outside UBC),8,9,8,6,3,8 a.m.-10 a.m.,3,"More busses, A new Skytrain/LRT line"
1/26/2017 21:56:54,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",25,33,99,City of Vancouver,Point Grey,UBC,9,9,7,4,7,"6 a.m.-8 a.m., 8 a.m.-10 a.m.",4,More busses
1/26/2017 22:03:38,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,7,49,City of Vancouver,Kitsilano,UBC,8,2,10,3,7,8 a.m.-10 a.m.,4,More busses
1/26/2017 22:03:54,UBC student,Once per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Recreation/other,4,99,Canada Line,City of Vancouver,UBC,Richmond,8,10,8,6,3,4 p.m.-6 p.m.,3,"More busses, A new Skytrain/LRT line"
1/26/2017 22:05:18,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",School,49,41,17,City of Vancouver,Oakridge,UBC,8,7,1,3,3,"6 a.m.-8 a.m., 12 p.m.-2 p.m., 6 p.m.-8 p.m.",4,More busses
1/26/2017 22:05:52,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,14,9,99,City of Vancouver,Point Grey,UBC,10,10,9,9,10,"6 a.m.-8 a.m., 8 a.m.-10 a.m.",1,"More busses, Better drivers, A new Skytrain/LRT line"
1/26/2017 22:22:10,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",Canada Line,99,41,Richmond,,UBC,7,8,6,5,5,"8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",3,Better drivers
1/26/2017 22:22:57,UBC student,Twice per day,Upass is mandatory so might as well use it. Also parking at UBC is ridiculous. And of course it's better for the environment.,School,4,84,99,City of Vancouver,Kitsilano,UBC,6,7,9,1,3,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 6 p.m.-8 p.m.",5,"More busses, A new Skytrain/LRT line"
1/26/2017 22:27:05,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",14,99,9,City of Vancouver,Point Grey,UBC,9,6,6,7,7,"8 a.m.-10 a.m., 4 p.m.-6 p.m.",2,"More busses, Better drivers, A new Skytrain/LRT line"
1/26/2017 22:30:24,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,33,16,99,City of Vancouver,Arbutus,UBC,8,6,8,5,2,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",2,More busses
1/26/2017 22:34:26,UBC student,Once per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Recreation/other,99,33,14,City of Vancouver,UBC,City of Vancouver (outside UBC),9,7,2,7,4,"12 p.m.-2 p.m., 2 p.m.-4 p.m.",2,"More busses, A new Skytrain/LRT line"
1/26/2017 22:40:20,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,49,Canada Line,99,Richmond,,UBC,7,7,3,7,3,8 a.m.-10 a.m.,4,More busses
1/26/2017 22:40:59,UBC student,Twice per day,Convenience,"School, Work, Recreation/other",99,14,9,City of Vancouver,Arbutus,UBC,7,4,3,8,6,"10 a.m.-12 p.m., 4 p.m.-6 p.m.",4,"More busses, Better drivers, better signage/maps at bus stop for all bus stops in case you can't use mobile phone"
1/26/2017 22:44:50,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), UBC & Vancouver's expensive parking rate","School, Work",99,,,Coquitlam,Kitsilano,UBC,9,9,9,1,1,"8 a.m.-10 a.m., 10 a.m.-12 p.m.",1,"More busses, A new Skytrain/LRT line"
1/26/2017 22:46:40,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",Canada Line,Expo Line,99,Surrey/Delta/Langley,,UBC,7,5,7,8,3,"8 a.m.-10 a.m., 10 a.m.-12 p.m., 4 p.m.-6 p.m.",2,"More busses, A new Skytrain/LRT line"
1/26/2017 22:48:14,UBC student,A few times per week,Convenience,School,99,25,2,City of Vancouver,Arbutus,UBC,7,9,3,3,1,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 12 p.m.-2 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",5,"More busses, A bike lane on 16th ave"
1/26/2017 22:52:07,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",4,99,14,City of Vancouver,Dunbar,City of Vancouver (outside UBC),4,7,5,6,1,"8 a.m.-10 a.m., 4 p.m.-6 p.m.",3,More busses
1/26/2017 22:53:00,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Recreation/other",99,33,14,City of Vancouver,Point Grey,UBC,9,10,7,6,3,10 a.m.-12 p.m.,2,"More busses, Better drivers"
1/26/2017 22:53:02,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, No parking at intended destination","School, Work, Recreation/other",41,2,Canada Line,City of Vancouver,Dunbar,UBC,10,6,6,10,10,6 a.m.-8 a.m.,1,More busses
1/26/2017 22:55:17,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Recreation/other,49,99,33,City of Vancouver,UBC,City of Vancouver (outside UBC),6,8,7,10,4,"12 p.m.-2 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",2,More busses
1/26/2017 23:10:19,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,41,49,,City of Vancouver,Dunbar,UBC,6,2,,5,2,8 a.m.-10 a.m.,4,It's perfect as is
1/26/2017 23:10:22,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",44,Canada Line,84,City of Vancouver,UBC,City of Vancouver (outside UBC),8,8,8,7,1,8 a.m.-10 a.m.,4,More busses
1/26/2017 23:14:32,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",99,Canada Line,20,City of Vancouver,Downtown,UBC,9,4,5,10,4,"8 a.m.-10 a.m., 12 p.m.-2 p.m., After 10 p.m.",1,A new Skytrain/LRT line
1/26/2017 23:18:01,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",41,C18,C20,City of Vancouver,UBC,UBC,7,6,6,5,9,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 10 a.m.-12 p.m., 12 p.m.-2 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",2,"More busses, A new Skytrain/LRT line"
1/26/2017 23:20:03,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Work, Recreation/other",33,41,3,City of Vancouver,Riley Park,UBC,2,8,3,6,2,"6 a.m.-8 a.m., 10 a.m.-12 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",5,It's perfect as is
1/26/2017 23:25:10,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, TBH I find little ""transit adventures"" fun. I've gone all the way to Point Roberts!","School, Recreation/other",33,Canada Line,17,City of Vancouver,South Cambie,UBC,9,5,7,3,7,"6 a.m.-8 a.m., 4 p.m.-6 p.m., 8 p.m.-10 p.m.",4,"More busses, A new Skytrain/LRT line, Using articulated ""double"" busses rather than the current single ones."
1/26/2017 23:32:37,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",25,33,99,City of Vancouver,Point Grey,UBC,10,10,6,7,10,8 a.m.-10 a.m.,2,"More busses, longer busses"
1/26/2017 23:36:00,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience",Recreation/other,99,C18,14,City of Vancouver,UBC,City of Vancouver (outside UBC),8,5,7,3,2,"6 p.m.-8 p.m., After 10 p.m.",3,"More busses, A new Skytrain/LRT line"
1/26/2017 23:37:13,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",Recreation/other,14,99,4,City of Vancouver,UBC,City of Vancouver (outside UBC),8,6,7,3,2,"10 a.m.-12 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m., After 10 p.m.",4,More busses
1/26/2017 23:37:28,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",25,7,Canada Line,City of Vancouver,Dunbar,UBC,7,7,6,8,8,8 a.m.-10 a.m.,3,"More busses, A new Skytrain/LRT line"
1/26/2017 23:42:18,UBC student,A few times per week,Convenience,Recreation/other,Expo Line,Millennium Line,Canada Line,City of Vancouver,UBC,UBC,8,5,2,4,3,"2 p.m.-4 p.m., After 10 p.m.",3,"A new Skytrain/LRT line, A skytrain station AT UBC"
1/26/2017 23:44:28,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",49,41,99,City of Vancouver,Killarney,UBC,10,6,3,9,10,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 8 p.m.-10 p.m.",1,"More busses, B line"
1/26/2017 23:44:35,UBC student,A few times per month,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience, UPass <3",Recreation/other,14,14,99,City of Vancouver,UBC,City of Vancouver (outside UBC),5,5,5,7,1,"10 a.m.-12 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",4,More busses
1/26/2017 23:56:10,UBC student,A few times per week,"Cost (vs. owning a car, car-sharing, cabbing, etc.)","School, Work, Recreation/other",Canada Line,25,41,City of Vancouver,Riley Park,City of Vancouver (outside UBC),8,9,8,6,3,8 a.m.-10 a.m.,3,"More busses, A new Skytrain/LRT line"
1/26/2017 23:58:32,UBC student,A few times per week,Convenience,"School, Recreation/other",25,7,99,City of Vancouver,Dunbar,UBC,9,2,5,1,5,"10 a.m.-12 p.m., 6 p.m.-8 p.m.",4,More busses
1/27/2017 0:02:34,UBC student,Twice per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.), Convenience","School, Recreation/other",99,Millennium Line,16,City of Vancouver,Hastings-Sunrise,UBC,3,6,4,6,2,"6 a.m.-8 a.m., 10 a.m.-12 p.m.",3,More busses
1/27/2017 0:07:36,UBC student,Multiple times per day,Convenience,School,41,43,Canada Line,City of Vancouver,Dunbar,UBC,10,9,9,9,10,"6 a.m.-8 a.m., 8 a.m.-10 a.m., 10 a.m.-12 p.m., 2 p.m.-4 p.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m.",2,More busses
1/27/2017 0:08:55,UBC student,A few times per week,Convenience,Recreation/other,99,7,25,City of Vancouver,UBC,City of Vancouver (outside UBC),2,2,3,6,2,6 p.m.-8 p.m.,5,It's perfect as is
1/27/2017 0:33:48,UBC student,Multiple times per day,"Cost (vs. owning a car, car-sharing, cabbing, etc.)",School,Expo Line,99,43,Surrey/Delta/Langley,,Surrey/Delta/Langley,9,9,9,5,5,8 a.m.-10 a.m.,3,A new Skytrain/LRT line
1/27/2017 0:56:20,Vancouver resident (non-student),Multiple times per day,Convenience,"Work, Recreation/other",3,25,,City of Vancouver,Riley Park,City of Vancouver (outside UBC),5,8,,6,6,"8 a.m.-10 a.m., 4 p.m.-6 p.m., 6 p.m.-8 p.m., 8 p.m.-10 p.m.",4,Less traffic
